type,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
3,0.2844811677932739,0.8882900476455688,1.0124215776841083e-07,0.3268465995788574,0.8089593648910522,-0.008432482369244099,0.38049548864364624,0.713249683380127,-0.021168941631913185,0.40614065527915955,0.6343885660171509,-0.03405384719371796,0.4162600040435791,0.5614774227142334,-0.04716823995113373,0.3517623245716095,0.6896913051605225,-0.03733949735760689,0.4015403389930725,0.6540823578834534,-0.06536747515201569,0.4416990876197815,0.6457899808883667,-0.08298825472593307,0.4756392240524292,0.6472045183181763,-0.09473498910665512,0.34033259749412537,0.7356544137001038,-0.04756198078393936,0.4530547261238098,0.7651697993278503,-0.07468324899673462,0.46020251512527466,0.7993178367614746,-0.07880254834890366,0.4470862150192261,0.8068763017654419,-0.08313609659671783,0.33562740683555603,0.7955849766731262,-0.058119289577007294,0.44031113386154175,0.8256822228431702,-0.08436169475317001,0.4325083792209625,0.8537585735321045,-0.07550814002752304,0.40860918164253235,0.8538625240325928,-0.06930536776781082,0.3362501561641693,0.8603693246841431,-0.06883139908313751,0.42533624172210693,0.8782976865768433,-0.08375291526317596,0.4152683615684509,0.9009576439857483,-0.07387994229793549,0.38756871223449707,0.8999918699264526,-0.06716647744178772
3,0.3056958317756653,0.8445608615875244,2.4659533437443315e-07,0.34778648614883423,0.7595693469047546,-0.010316877625882626,0.39020270109176636,0.6697837114334106,-0.024171989411115646,0.412492573261261,0.59747713804245,-0.037171680480241776,0.42005425691604614,0.5288352370262146,-0.05009942129254341,0.35978615283966064,0.666389524936676,-0.039877090603113174,0.40536630153656006,0.6395911574363708,-0.06749177724123001,0.443765789270401,0.6257163882255554,-0.0849052369594574,0.47831302881240845,0.6172564625740051,-0.09621252864599228,0.3488970398902893,0.7142622470855713,-0.04825890436768532,0.4585513472557068,0.7369183301925659,-0.07235892862081528,0.47202229499816895,0.7576782703399658,-0.07455144077539444,0.4678700864315033,0.762257993221283,-0.07767608761787415,0.344195693731308,0.7724843621253967,-0.057064931839704514,0.44884589314460754,0.7941831946372986,-0.07978691160678864,0.44731658697128296,0.807099461555481,-0.06958935409784317,0.43103060126304626,0.806574821472168,-0.0619572289288044,0.3434767425060272,0.8341339826583862,-0.06626217812299728,0.42791205644607544,0.8413556814193726,-0.07688489556312561,0.4293275773525238,0.8480895161628723,-0.06521978974342346,0.4136861562728882,0.8438949584960938,-0.057040683925151825
3,0.2863048315048218,0.8536683917045593,3.5050092606070393e-07,0.3257578909397125,0.7702634930610657,-0.004772260785102844,0.37233471870422363,0.6812102198600769,-0.017818940803408623,0.40244367718696594,0.6061896085739136,-0.03124922513961792,0.4149481952190399,0.5330579280853271,-0.04510216414928436,0.35906997323036194,0.6619823575019836,-0.04091033339500427,0.4074893593788147,0.6351156234741211,-0.06832108646631241,0.4458174407482147,0.6149178743362427,-0.08376362174749374,0.47917184233665466,0.6029707193374634,-0.09311467409133911,0.3501043915748596,0.7038836479187012,-0.051280949264764786,0.4537585377693176,0.7289713621139526,-0.07310495525598526,0.486998051404953,0.7482773065567017,-0.07427210360765457,0.5022866725921631,0.7562349438667297,-0.07674114406108856,0.34648123383522034,0.7613022327423096,-0.06125662103295326,0.44970589876174927,0.7886361479759216,-0.08400226384401321,0.4644528329372406,0.8010069131851196,-0.0773107036948204,0.4598560035228729,0.8045489192008972,-0.07191986590623856,0.34778258204460144,0.8226128220558167,-0.07090054452419281,0.42819371819496155,0.8357874751091003,-0.08465471863746643,0.44099798798561096,0.8416177034378052,-0.07778993993997574,0.43702685832977295,0.8388146758079529,-0.07221098244190216
3,0.9279730916023254,0.8381645679473877,-3.6944226167179295e-07,0.9091613292694092,0.7440926432609558,-0.01968504674732685,0.9042655825614929,0.6575110554695129,-0.03494547680020332,0.9065362811088562,0.5828016400337219,-0.04947104677557945,0.9159045815467834,0.5163508057594299,-0.06465056538581848,0.9120386242866516,0.7203701138496399,-0.03863663598895073,0.9291240572929382,0.71075439453125,-0.06262765824794769,0.9139472842216492,0.7072480320930481,-0.08213203400373459,0.8958601951599121,0.7063827514648438,-0.0973384752869606,0.9349288940429688,0.7834840416908264,-0.04416166618466377,0.9650871157646179,0.7531129121780396,-0.06465909630060196,0.9559456706047058,0.7561084032058716,-0.07492723315954208,0.9427218437194824,0.7636229991912842,-0.08817274123430252,0.9565361738204956,0.8340691328048706,-0.05068565160036087,0.9905380010604858,0.8042885065078735,-0.074217788875103,0.9831843376159668,0.8147187232971191,-0.07015486061573029,0.9750284552574158,0.8279852271080017,-0.06984098255634308,0.9763603210449219,0.8787657022476196,-0.0586286336183548,1.0089855194091797,0.859855055809021,-0.07458405196666718,1.0045675039291382,0.8685208559036255,-0.06753706932067871,0.9957942366600037,0.8797885179519653,-0.06473089754581451
3,0.29568928480148315,0.8612657785415649,1.8336022833409515e-07,0.32953932881355286,0.7784457206726074,-0.010964939370751381,0.38102516531944275,0.6867144107818604,-0.02599765919148922,0.4139019846916199,0.6098837852478027,-0.040223706513643265,0.42077216506004333,0.5402445793151855,-0.053447622805833817,0.3629210889339447,0.6703154444694519,-0.0447981096804142,0.41924387216567993,0.6478394269943237,-0.07751423120498657,0.4574876129627228,0.6379902362823486,-0.09672734141349792,0.4901672601699829,0.6324530243873596,-0.10847435891628265,0.356910765171051,0.719062089920044,-0.05554887279868126,0.47498440742492676,0.7454889416694641,-0.09235060960054398,0.46478569507598877,0.7657945156097412,-0.09731587022542953,0.43597152829170227,0.7652851343154907,-0.0972648561000824,0.3567564785480499,0.7786553502082825,-0.06625044345855713,0.4653528928756714,0.8055132627487183,-0.09930089861154556,0.4420003890991211,0.8192451596260071,-0.08899910002946854,0.408899188041687,0.8140356540679932,-0.0771254450082779,0.3586018681526184,0.8400334119796753,-0.07717660814523697,0.4436109960079193,0.8539022207260132,-0.09455659985542297,0.4251803159713745,0.8646349310874939,-0.08366940170526505,0.395062655210495,0.8607171177864075,-0.07350677251815796
3,0.29653477668762207,0.8612906336784363,1.523044801388096e-07,0.3332579731941223,0.7763188481330872,-0.007464229129254818,0.3852751553058624,0.685165286064148,-0.0202513188123703,0.41375023126602173,0.6116656064987183,-0.03284807130694389,0.41862210631370544,0.544986367225647,-0.04420963674783707,0.3662498891353607,0.6711488962173462,-0.03774375841021538,0.4183396100997925,0.6573540568351746,-0.06612686812877655,0.45600205659866333,0.6524324417114258,-0.08415420353412628,0.489185094833374,0.6525600552558899,-0.0956425666809082,0.3599206507205963,0.7248901724815369,-0.048796556890010834,0.47474199533462524,0.7532596588134766,-0.08043605089187622,0.47032448649406433,0.7689716219902039,-0.08592285960912704,0.44685056805610657,0.7694795727729797,-0.0875321626663208,0.3595619201660156,0.7861879467964172,-0.05949034169316292,0.46258267760276794,0.8096809387207031,-0.08771759271621704,0.4446721076965332,0.8190334439277649,-0.07920118421316147,0.4155924618244171,0.8150269389152527,-0.06968595832586288,0.36269983649253845,0.8470984697341919,-0.07026323676109314,0.44577935338020325,0.8569409251213074,-0.08440854400396347,0.43012815713882446,0.8620588183403015,-0.07455482333898544,0.40144971013069153,0.8574939966201782,-0.06594192981719971
3,0.9491496682167053,0.8780992031097412,-6.058126587049628e-07,0.9109182357788086,0.7880786657333374,-0.029846372082829475,0.904130756855011,0.6946666240692139,-0.04524925723671913,0.9057579040527344,0.6184862852096558,-0.06009792909026146,0.9093867540359497,0.5470453500747681,-0.07361757755279541,0.9778056144714355,0.7152323722839355,-0.037711456418037415,0.9847846627235413,0.7053543329238892,-0.0713619813323021,0.9623848795890808,0.7159125208854675,-0.09205146133899689,0.9455692768096924,0.7243002653121948,-0.10486894100904465,1.0076158046722412,0.7735253572463989,-0.04071639105677605,0.9733964800834656,0.7940610647201538,-0.07783076167106628,0.9351485967636108,0.8177408576011658,-0.09064768254756927,0.922700047492981,0.8279334306716919,-0.09785300493240356,1.022721767425537,0.8348457217216492,-0.04796813800930977,0.9917638301849365,0.8562953472137451,-0.08938518911600113,0.9581183195114136,0.8760497570037842,-0.09032581746578217,0.9489160180091858,0.8800368309020996,-0.08526334911584854,1.0286591053009033,0.8910033106803894,-0.05708397924900055,1.0153323411941528,0.907099723815918,-0.09019161760807037,0.9863566756248474,0.9176075458526611,-0.09099061042070389,0.9755398631095886,0.9203759431838989,-0.08645354956388474
3,0.2991195619106293,0.8651496767997742,2.0853265425557765e-07,0.3330508768558502,0.7815976142883301,-0.0096803093329072,0.38393858075141907,0.6915942430496216,-0.024344272911548615,0.41136160492897034,0.6183277368545532,-0.03798046335577965,0.4129202961921692,0.5515575408935547,-0.05044054239988327,0.3677906394004822,0.6775041818618774,-0.04388797655701637,0.4205513596534729,0.6682705879211426,-0.07299446314573288,0.4565471410751343,0.665137529373169,-0.09128078073263168,0.4887862801551819,0.6662734746932983,-0.1027093380689621,0.3610480725765228,0.7332350611686707,-0.0539407916367054,0.4783715009689331,0.7587903738021851,-0.08460788428783417,0.4768180847167969,0.770464301109314,-0.08908376842737198,0.45666366815567017,0.7680708169937134,-0.09036721289157867,0.3605528771877289,0.7957010269165039,-0.06340603530406952,0.46636801958084106,0.8161495923995972,-0.09088171273469925,0.44967496395111084,0.8229923844337463,-0.08102548867464066,0.42091235518455505,0.8180010914802551,-0.07069487869739532,0.36295250058174133,0.8564630150794983,-0.07303592562675476,0.4486834406852722,0.8634171485900879,-0.08614836633205414,0.4340924322605133,0.8666146993637085,-0.07443642616271973,0.40544018149375916,0.8620665073394775,-0.06460215896368027
3,0.9464851021766663,0.8380692601203918,-7.370548473772942e-07,0.9151300191879272,0.7699419260025024,-0.02940540388226509,0.9066346883773804,0.6715897917747498,-0.04229334369301796,0.8987319469451904,0.5989729762077332,-0.05273029953241348,0.8971045017242432,0.5364922285079956,-0.06137700751423836,0.9874094724655151,0.6897780299186707,-0.027496416121721268,0.9757978916168213,0.6814711689949036,-0.05562831088900566,0.9474676251411438,0.6949511766433716,-0.0763799250125885,0.9268538951873779,0.7134145498275757,-0.088063083589077,1.0215978622436523,0.7367383241653442,-0.025244245305657387,0.9803850054740906,0.7596061825752258,-0.05277862772345543,0.9360687732696533,0.7844557166099548,-0.062457405030727386,0.9106698036193848,0.8089712858200073,-0.06619040668010712,1.0400103330612183,0.7911465764045715,-0.02728268876671791,1.0034594535827637,0.8184592723846436,-0.057161569595336914,0.9638763666152954,0.8390008211135864,-0.055268485099077225,0.9440385699272156,0.8567641377449036,-0.0486629344522953,1.0504233837127686,0.8465432524681091,-0.031696125864982605,1.0206527709960938,0.8677844405174255,-0.05530237406492233,0.9821144342422485,0.8842068910598755,-0.052654609084129333,0.9613871574401855,0.8971408605575562,-0.04599153995513916
3,0.3034104108810425,0.8675426840782166,1.8906308696386986e-07,0.33762305974960327,0.7858129739761353,-0.010011830367147923,0.3886130452156067,0.6974080801010132,-0.02511727623641491,0.4149037301540375,0.6246898770332336,-0.03891126438975334,0.41783201694488525,0.5577496886253357,-0.051116976886987686,0.36928167939186096,0.6852322220802307,-0.046699147671461105,0.42203599214553833,0.6763693690299988,-0.0773126482963562,0.45742133259773254,0.673707127571106,-0.09630461782217026,0.48964476585388184,0.6767748594284058,-0.10795171558856964,0.36196643114089966,0.7405253052711487,-0.056486520916223526,0.47930246591567993,0.7679495215415955,-0.08921867609024048,0.4724026322364807,0.7777049541473389,-0.09353505820035934,0.44797757267951965,0.7747635245323181,-0.09406334161758423,0.361960232257843,0.8022066354751587,-0.065621018409729,0.46814030408859253,0.8239063620567322,-0.09415493160486221,0.44944053888320923,0.8288288712501526,-0.08390044420957565,0.42016059160232544,0.8236581683158875,-0.07279428839683533,0.36493462324142456,0.8623222708702087,-0.07491785287857056,0.45172151923179626,0.8707045316696167,-0.08785205334424973,0.4359230697154999,0.8718754053115845,-0.07589076459407806,0.4068867862224579,0.8671920895576477,-0.06564249843358994
